sample	Alu_pre	L1_pre	SVA_pre	Alu_sen	L1_sen	SVA_sen	Alu_F1	L1_F1	SVA_F1
I7224	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I1581	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I4233	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I4562	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I5109	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I5698	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I2170	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I6730	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I7491	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
I0231	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
